Id,Reputation,CreationDate,DisplayName,LastAccessDate,Location,Views,UpVotes,DownVotes,AccountId
4927,1,1484830616,sgaseretto,1507468580,,0,0,0,3866418
4929,1,1484852722,Ramzy,1484852722,"Cairo, Egypt",0,0,0,3320523
4930,101,1484852805,kiran,1500096613,,0,0,0,1951462
4931,1,1484854760,Ethan Bryce Macdonald,1484854760,"Montreal, Canada",0,0,0,3892194
4932,1,1484854999,Z.L Harrison,1484854999,,0,0,0,10070833
4933,11,1484858171,user1868569,1488977264,,1,0,0,2100926
4934,1,1484860985,Mwalughabura,1485739499,"Nairobi, Kenya",0,0,0,7028229
4935,101,1484861891,forestclown,1484861891,Taiwan,0,0,0,136001
4936,1,1484879245,sathyam1992,1484886427,"Vijayawada, India",0,0,0,1729808
4937,1,1484887469,Jayden.K,1484887469,,0,0,0,2556038
4938,101,1484891158,Maurizio,1484891158,,0,0,0,3565892
4939,1,1484892154,Kaustubh Vemuri,1518006250,,0,0,0,8642665
4940,1,1484896398,Sohail Sheikh,1484896398,,0,0,0,10075338
4941,101,1484903580,luchaninov,1493427229,Ukraine,0,0,0,195071
4942,1,1484914174,Alfonsas Jur??nas,1511163164,,0,0,0,4326187
4943,1,1484920468,PLZ,1505992790,,0,0,0,4941670
4944,101,1484921964,Wolfram,1486976909,"Moscow, Russia",0,0,0,9719917
4945,101,1484925360,whoisthis,1484925360,,0,0,0,201497
4946,101,1484925819,Leo Wilson,1484925819,"Arizona, United States",0,0,0,6322493
4947,1,1484941142,Natalie Schaverien,1533082761,Bangkok Thailand,0,0,0,10077931
4948,1,1484941787,KarthikaQpt,1503967837,India,0,0,0,3908790
4949,101,1484947601,Bretsko,1520146345,"L'viv, Ukraine",0,0,0,7660865
4951,1,1484966925,C. Maier,1484966925,"Hamburg, Germany",0,0,0,6247423
4952,1,1484966934,Theo C,1484966934,Earth,0,0,0,10079506
4953,1,1484968492,brad,1484968492,,0,0,0,10079687
4954,1,1484970560,Manos Manik,1506649388,"Athens, Kentrikos Tomeas Athinon, Greece",0,0,0,8353867
4955,1,1484972535,Farhan M Sabran,1485302842,Indonesia,0,0,0,7699029
4956,1,1484973986,Sweta,1484973986,,0,0,0,8273667
4957,1,1484979030,hjerpe,1505201692,,0,0,0,2510407
4958,101,1484980717,Alexander Rossa,1513941757,United Kingdom,1,0,0,5566191
4959,1,1484986841,talha tariq,1484986841,,0,0,0,8215044
4960,1,1484988027,Sai Gautham,1484994525,"Los Angeles, CA, United States",1,0,0,6767693
4961,101,1484992614,Horváth Dávid,1518327713,,0,0,0,5610296
4963,1,1485017471,Mxt,1485017471,"Seattle, WA, United States",0,0,0,3973811
4964,1,1485024297,Juli?n Villamizar,1485166428,,0,0,0,10019999
4965,1,1485024531,jon doh,1485024531,,0,0,0,10082857
4966,1,1485030281,Albas,1485030281,India,0,0,0,10083258
4967,101,1485045073,reuf,1485045073,"Sarajevo, Bosnia and Herzegovina",0,0,0,436692
4968,1,1485048369,user4968,1485048369,,0,0,0,10084299
4969,1,1485056520,Rnd Debris,1485056520,,0,0,0,10084584
4970,1,1485059538,Roley,1485061307,,0,0,0,10085052
4972,1,1485083440,DIY007,1485083440,,0,0,0,5956533
4973,1,1485084378,ntj,1485084378,Hungary,0,0,0,4335029
4974,21,1485088685,user2429446,1485114554,,0,0,0,2827006
4975,13,1485088862,Officefan55,1485218913,,0,0,0,5935561
4976,1,1485089435,Mohamad AlJasem,1485089435,"Dayr az-Zawr, Deir Ez-Zor Governorate, Syria",0,0,0,6613387
4977,1,1485098439,Henry Mendez,1485098439,,0,0,0,10087456
4978,101,1485099842,Joao Noch,1505001525,,0,0,0,9740705
4979,1,1485101045,Deceived Them,1485101045,,0,0,0,10087645
4980,101,1485103058,Martin Kr?mer,1485469877,,0,0,0,2144906
4981,1,1485110121,Hugo Romano,1485234321,,0,0,0,10088068
4983,101,1485127152,Action Hank,1485127152,,0,0,0,103420
4984,26,1485132205,Eddy,1485681745,,0,0,0,10090233
4985,1,1485132747,Tayyib Cankat,1485132747,"Kayseri, Türkiye",0,0,0,8670136
4986,3,1485133762,AdmiralAckbar1,1504454328,,0,0,0,9680184
4988,1,1485140659,Kris Ghosh,1485140659,,0,0,0,10039000
4989,101,1485141658,villasv,1485141658,"S?o Paulo, State of S?o Paulo, Brazil",0,0,0,4881680
4990,1,1485146660,rafalski,1486897269,,0,0,0,9975180
4991,1,1485148336,Dakpan,1485232444,The Netherlands,0,0,0,3074626
4992,1,1485149514,William Bettini,1485149514,,0,0,0,10091992
4993,1,1485150472,Habib,1485163874,,0,0,0,10092133
4995,1,1485153532,user24629,1485153532,,0,0,0,10091272
4996,1,1485156081,atique ahmed,1485156081,,0,0,0,9672480
4997,1,1485159547,MaEliK,1485159547,"Asunción, Paraguay",0,0,0,10092897
4998,1,1485179590,mason1920,1485508788,,1,0,0,9969595
4999,1,1485184877,Vijnana Yogi,1485184877,"Bangalore, Karnataka, India",0,0,0,4925463
5000,101,1485188530,Sumedh,1485188530,"New York, NY, United States",0,0,0,6958225
5001,1,1485190232,yoreum,1486313632,Singapore,0,0,0,10095024
5002,1,1485198967,user6118510,1501353295,,0,0,0,8122135
5003,101,1485205455,ersks,1501878427,"Kathmandu, Nepal",0,0,0,4526288
5004,1,1485223176,avena,1485223176,"Sorocaba, Brazil",0,0,0,365602
5005,1,1485227735,Ariful,1485227735,Bangladesh,0,0,0,6750741
5006,1,1485229931,gl393,1524728148,,0,0,0,9958340
5007,131,1485233391,Iman Mirzadeh,1516783940,"Tehran, Iran",2,0,0,3970908
5008,1,1485233593,Lauren,1485233593,Annapolis,0,0,0,3520226
5009,1,1485235672,Subject,1485650084,,0,0,0,9811561
5010,101,1485243455,TomKat,1485243455,India,0,0,0,1407160
5011,1,1485245340,Vioh,1485245340,,0,0,0,6682264
5012,101,1485245349,Hendrik Marx,1485245349,"Hamburg, Deutschland",0,0,0,1078703
5013,1,1485248259,Angelito,1527325531,"Los Angeles, CA, United States",0,0,0,3941634
5014,101,1485252896,Seth McCauley,1485252896,"Kansas City, MO",0,0,0,1978288
5015,1,1485257593,Rachel Wootton,1485257593,"Orem, UT, United States",0,0,0,10023243
5016,1,1485259333,Darkstar,1485259333,,0,0,0,2348478
5018,101,1485270268,Abc,1485272075,Hong Kong,0,0,0,1256324
5020,1,1485292782,edwin,1495665261,Kulim Kedah Malaysia,0,0,0,6767222
5021,1,1485295413,user646488,1485295413,,0,0,0,10010532
5022,1,1485300366,Teivel,1485300366,"Temuco, Chile",0,0,0,9924578
5023,101,1485304057,Samuel J Mathew,1501103266,"Kochi, India",0,0,0,1910624
5024,1,1485304639,Abdelqoddous Rifai,1485304639,,1,0,0,2009477
5026,111,1485307142,Eugene Bartosh,1518585707,"Minsk, Belarus",0,0,0,6499791
5027,101,1485311435,RaisingAgent,1510897581,Germany,0,0,0,9141699
5028,101,1485315591,Beowolve,1485321302,"Linz, Austria",0,0,0,2997580
5029,1,1485316122,Abdul Alhazred,1485316122,,0,0,0,10107470
5031,1,1485324066,putri sasmadiyani,1485324066,,0,0,0,8792122
5032,1,1485324686,Mopork,1485325938,,0,0,0,10108255
5033,1,1485325538,Kevin Mills,1485325538,"Louisville, KY",0,0,0,1371505
5034,101,1485327570,George A. Solodun,1485327570,"Bellingham, WA, United States",0,0,0,9475202
5035,101,1485329082,Matthias Fischer,1508392584,"Berlin, Germany",0,0,0,2520718
5036,1,1485329138,Sakib Farhad,1485330114,,0,0,0,9567042
5038,1,1485344618,RKNDYHM,1485344618,"Nice, France",0,0,0,10110160
5039,1,1485345208,newlixir,1485345208,,0,0,0,10110309
5040,1,1485345383,Miguel Diaz,1485411231,"Seville, Spain",0,0,0,3958886
5041,1,1485347121,BlanketSniffer,1485347121,,1,0,0,9892593
5042,1,1485347738,foutandabout,1533636024,,0,0,0,7579839
5043,101,1485353744,Vadizar,1485353744,"Киев, город Киев, Украина",0,0,0,1889800
5044,101,1485358075,GrabNewTech,1485358075,,0,0,0,2654746
5045,1,1485358507,Jawanamakeout,1496928357,Canada,0,0,0,10103044
5046,101,1485358852,UrielUVD,1529044496,"Morelia, Mexico",0,0,0,3925867
5047,1,1485360136,88e75df371b57ed,1485360136,North America,0,0,0,10111138
5048,1,1485364442,Brian Liu,1485364442,,0,0,0,10112366
5049,101,1485372835,SergeyLossev,1485372835,"Moscow, Russia",0,0,0,6021098
5050,1,1485374257,user221,1485374257,,0,0,0,9985602
5051,1,1485379399,Gregito,1485379399,,0,0,0,7577777
5052,101,1485382918,iCyberPaul,1485391312,United Kingdom,0,0,0,1999461
5055,101,1485388381,チーズパン,1485389632,"Cologne, Germany",0,0,0,347532
5056,1,1485403003,mhf99,1504946118,Denmark,0,0,0,5466452
5057,101,1485408379,Johnson Jia,1485408379,"McLean, VA, United States",0,0,0,1055793
5058,1,1485409779,Rootb3,1485409779,,0,0,0,8684324
5059,101,1485411262,Chet,1485411262,"Brooklyn, NY",1,0,0,39071
5060,101,1485411579,Zero,1528346925,"Eindhoven, Netherlands",0,0,0,5864605
5061,1,1485429956,Mohak Chadha,1485429956,"Indiana, United States",0,0,0,9500183
5062,1,1485451259,Chris Lewicki,1485451259,,0,0,0,10119596
5063,1,1485453369,snair1591,1528745107,India,0,0,0,9321573
5064,1,1485459170,user3132457,1485459170,,0,0,0,2909972
5065,1,1485473874,Kloenkie,1504873421,,0,0,0,5382605
5066,1,1485482529,Paula Evans,1485482529,"Sacramento, CA, United States",0,0,0,2919537
5067,101,1485482889,Sembei Norimaki,1530766445,"Zurich, Switzerland",0,0,0,2610902
5068,1,1485484468,JennyStat,1485484468,"Houston, TX",0,0,0,2139765
5069,1,1485489564,Gustavo Souza,1485489564,,1,0,0,9326202
5070,101,1485491047,N. Ma,1485491047,"Montreal, QC, Canada",0,0,0,190212
5071,1,1485496734,brad,1499328710,,0,0,0,7732349
5072,1,1485502668,ProblyPicasso,1485502668,"California, United States",0,0,0,1571736
5073,101,1485504096,ChuckCottrill,1485504096,"Atlanta, GA",0,0,0,3384420
5074,1,1485504663,Chekhov,1489556476,"Coimbra, Portugal",0,0,0,8976158
5076,1,1485511417,bwdm,1485511417,"Brasil, Uberl?ndia - MG",0,0,0,3402002
5078,101,1485512842,styvane,1504173441,Poland,0,0,0,3726276
5079,101,1485513560,Yuchao Jiang,1485580633,United States,0,0,0,5431787
5080,1,1485521724,Peyno,1492035563,"Middlesbrough, United Kingdom",0,0,0,10125827
5081,1,1485527904,Varun Penugonda,1485527904,"Dallas, TX, United States",0,0,0,10125645
5082,16,1485543509,Karthik Thiagarajan,1525466828,,1,0,0,6357706
5083,1,1485561087,Void,1486112925,,0,0,0,10127873
5084,101,1485568584,Frazer Kirkman,1485568584,"Vienna, Austria",0,0,0,4038075
5085,101,1485571319,Tito,1485571319,"Lima, Peru",0,0,0,339346
5086,1,1485576930,MrCurious,1486788877,,0,0,0,9949738
5087,1,1485578719,Ife,1485718841,,0,0,0,10129095
5088,36,1485588363,Murat Kaan Meral,1503210765,"TEV Inanc Turkes High School, Gebze, Kocaeli ,Turkey",10,0,0,4061452
5089,1,1485591633,Hridoy,1485591633,Bangladesh,0,0,0,7422752
5090,1,1485593964,stanley,1485595522,,0,0,0,10130337
5091,101,1485616763,Pedro Rodrigues,1491544697,"Fortaleza, Brazil",0,0,0,4544127
5092,1,1485618555,thejiffer,1485618555,,0,0,0,86511
5093,1,1485624658,Hananan long,1485624658,India,0,0,0,9044035
5094,1,1485649047,L. Repetti,1485649047,,0,0,0,9464064
5096,1,1485657299,seungsik sin,1527003565,Korea,0,0,0,10103732
5097,101,1485659502,Polan,1508742470,"Warszawa, Polska",0,0,0,5130213
5098,1,1485663179,Parth Jatakia,1485663179,"Mumbai, Maharashtra, India",0,0,0,6182897
5099,1,1485665153,Ahmad Hamdy,1485665153,"Cairo, Egypt",0,0,0,5714925
5100,1,1485665328,Yogesh Sudheer Modak,1530045291,Hubli,0,0,0,9692931
5101,1,1485667458,inarts,1485667458,http://in2arts.com,0,0,0,2381616
5102,101,1485670978,scaevola,1485670978,"Berlin, Germany",0,0,0,72704
5103,101,1485672277,Utsav,1485745382,,1,0,0,2412073
5104,1,1485673771,Ege Keyvan,1535696530,,0,0,0,8824592
5105,101,1485675753,Sorona,1485675753,,0,0,0,4973791
5106,1,1485680120,ellen,1485680120,,0,0,0,10135379
5107,101,1485685493,Patrick Mevzek,1512046138,"Paris, France",0,0,0,8493198
5108,1,1485686452,M. P. Mazza,1485686452,,0,0,0,10135726
5109,1,1485694770,user5109,1485694770,,0,0,0,10136254
5110,101,1485704625,simon,1532515095,,0,0,0,9963178
5111,1,1485717336,jeshu911,1485808834,,0,0,0,3987536
5112,1,1485720240,datBoy,1485720240,,0,0,0,4955003
5113,1,1485726406,PallavBakshi,1534978998,Hong Kong,0,0,0,7320231
5114,101,1485728763,Avi Parshan,1487712398,"Tel Aviv-Yafo, Israel",0,0,0,5367491
5115,1,1485731146,Synthx,1485731146,Europe,0,0,0,3629760
5116,101,1485731397,Sriram,1526256623,India,1,0,0,1441095
5117,1,1485732891,carlos gomez,1485732891,Venezuela,0,0,0,10138771
5118,127,1485742169,citronrose,1508902151,,1,0,0,4719823
5119,31,1485748197,Boris,1522744732,,1,0,0,6115625
5120,1,1485752917,Szymon Dudziak,1530730805,Poland,1,0,0,1122109
5121,1,1485756082,RBirkelbach,1485756082,"Düsseldorf/K?ln, Germany",0,0,0,4501741
5123,1,1485763815,Abhishek Mantha,1495875130,,0,0,0,10142082
5124,1,1485765203,altruistlife,1485765203,,0,0,0,8498758
5125,1,1485766574,h2o1,1485766574,,0,0,0,10125567
5126,101,1485774568,gh4x,1485774568,Baltimore / Atlanta,0,0,0,419269
5127,1,1485776756,eetschel,1485776756,"Bavaria, Deutschland",0,0,0,8614025
5128,1,1485791490,Sammyak Sangai,1485791490,"Pune, Maharashtra, India",0,0,0,7021609
5129,1,1485791512,user3487642,1485791512,,0,0,0,4264115
5132,1,1485793940,Tanat Tonguthaisri,1485793940,Bangkok,0,0,0,277902
5133,136,1485794409,Parry,1511499498,,0,0,0,9837397
5134,101,1485800074,Don Reba,1489484336,"Vancouver, BC, Canada",0,0,0,20579
5135,1,1485801394,user99083,1485801394,,0,0,0,7759900
5136,101,1485809151,A.A Noman,1489471870,,0,0,0,9468551
5138,101,1485813395,Abhilash Panigrahi,1485813395,"Bangalore, Karnataka, India",0,0,0,4873208
5139,1,1485814366,Shubham_soni,1485814366,"Pune, Maharashtra, India",0,0,0,9973134
5140,101,1485814424,Yan Khonski,1499244478,"Prague, Czechia",0,0,0,5819408
5142,101,1485819807,Patrick L,1525335948,"Basel, Switzerland",0,0,0,5632684
5143,1,1485824193,Manoj Reddy,1485824193,"Delhi, India",0,0,0,6770700
5146,1,1485828440,Mihir Khandekar,1485828440,"Pune, India",0,0,0,5104857
5147,1,1485836904,Gurneet Bhatia,1485836904,,0,0,0,10033545
5148,1,1485839593,Kuba,1501213109,,0,0,0,4523188
5149,1,1485840110,hrudayanath,1485995523,"IIIT, Gachibowli, Hyderabad, Telangana, India",0,0,0,3601471
5150,1,1485844244,Ryin Egan,1522944021,,0,0,0,10149282
5151,1,1485848031,Luis Cardenas,1485848031,,0,0,0,8187188
5152,1,1485848577,Ali,1485848577,,0,0,0,10149701
5153,101,1485853535,asv,1516163630,,0,0,0,9851883
5154,101,1485853871,Chris Hiszpanski,1485853871,"San Francisco, CA",0,0,0,1206743
5155,1,1485855535,Ilovescience,1527485897,,0,0,0,10125640
5158,1,1485863900,ELOIKE DAVID,1485863900,,0,0,0,9658078
5159,1,1485864940,Dever,1523001978,"Mahdia, ???????, ?????",0,0,0,7501280
5160,1,1485868840,Jesus Pacheco,1485868840,México,0,0,0,10151409
5161,1,1485869043,Anthony Cooper,1496741529,"Medford, OR, United States",0,0,0,10151421
5162,101,1485878138,dark_st3alth,1485878138,Canada,0,0,0,1613438
5163,1,1485878411,Pravda,1485904068,,0,0,0,10151211
5164,1,1485878614,Lucky Kasun,1486768052,,0,0,0,5229765
5165,1,1485884624,supernova,1522346209,,0,0,0,10137278
5166,1,1485886134,XRougu3X,1486424001,,0,0,0,10152507
5167,1,1485897042,rib4n,1485897042,Germany,0,0,0,10003990
5168,101,1485917520,prashanth manohar,1488348783,Singapore,0,0,0,5543401
5169,1,1485917794,wil,1485917794,,0,0,0,10155551
5170,1,1485918261,SwitchctiwS,1485918261,"Brampton, ON, Canada",0,0,0,8323158
5171,101,1485921499,CottonEyeJoe,1485921499,"Cologne, Deutschland",0,0,0,6813853
5172,1,1485921986,Kroy,1485924244,,0,0,0,4858995
5173,1,1485923866,Santerk,1485923866,,0,0,0,9997776
5174,1,1485936899,Anthony Oster,1486193494,,0,0,0,9214847
5175,1,1485938365,DRz,1488406591,"Montréal, QC, Canada",0,0,0,7621450
5177,1,1485940248,Mohsan Abbas,1485940248,"Campinas - State of S?o Paulo, Brazil",0,0,0,7850333
5178,1,1485942316,acharya ms,1485942316,,0,0,0,6637278
5179,1,1485944662,gscott,1492567045,"Orlando, FL, United States",0,0,0,3690699
5180,101,1485945712,David Lee,1485945712,"Santa Cruz de la Sierra, Santa Cruz Department, Bolivia",0,0,0,3074933
5181,1,1485949562,X24622,1485949562,,0,0,0,9529185
5182,11,1485951635,Jiggy,1485951635,,0,0,0,10158715
5183,1,1485956556,Heyheyhey,1504441950,Here,0,0,0,10159411
5184,1,1485961686,Abhishek Kumar,1485961686,"Bangalore, Karnataka, India",0,0,0,9198994
5185,1,1485964058,Romeo Patrick Ira,1485964058,"Toronto, ON, Canada",0,0,0,10156825
5187,1,1485971476,user155733,1508959666,Australia,0,0,0,4579805
5188,101,1485975416,Viswa,1485975416,India,0,0,0,222651
5190,1,1485981158,Arman Sheikhhosseini,1488664467,"Karaj, Alborz Province, Iran",0,0,0,9814426
5191,36,1485992582,Jason Lobo,1485992582,,0,0,0,10162319
5192,1,1485993664,VAMSI REDDY,1485993664,"Chennai, Tamil Nadu, India",0,0,0,10162413
5193,101,1485995493,AGM Tazim,1485995493,"Dhaka, Dhaka Division, Bangladesh",1,0,0,6529073
5194,1,1486000196,Harald Thomson,1500408481,,0,0,0,5033239
5195,1,1486003621,Michael Strobel,1486003621,Australia,0,0,0,10041360
5196,1,1486004847,user137873,1486004847,,0,0,0,10163607
5198,1,1486005714,Sharma_Abhinav,1486024360,,0,0,0,10163734
5200,1,1486013590,Carlos Eduardo,1486013590,,0,0,0,8228832
5201,1,1486016714,nandilugio,1517876352,,0,0,0,112877
5202,1,1486020169,rise of a phoenix,1529603473,,0,0,0,1849687
5203,1,1486023253,user7065687,1486023253,,0,0,0,7065687
5204,1,1486034590,Online Psikolog,1488841730,"Beylikdüzü/?stanbul, Türkiye",0,0,0,6982554
5206,101,1486047840,Adam Smith,1486047840,"Boston, MA",0,0,0,334604
5207,1,1486048204,Gina Orlando,1486048204,,0,0,0,10167703
5208,1,1486053256,user3502937,1488309233,,0,0,0,4284753
5209,1,1486055998,Winter Roberts,1486055998,"Puyallup, WA",0,0,0,7238364
5211,11,1486072106,user5211,1486072106,,0,0,0,10169529
5212,1,1486072163,Soulock,1486332506,,0,0,0,10019004
5213,1,1486074694,Vikas Vijayan,1486074694,,0,0,0,8377888
5214,1,1486075453,Chen Davidov,1486093887,,0,0,0,5126077
5215,1,1486075876,Daniel Ribeiro,1486075876,,0,0,0,9604357
5216,1,1486078794,verov,1486078794,,0,0,0,10170219
5217,101,1486090970,ercegovac,1530860277,Netherlands,0,0,0,3777661
5218,101,1486093395,ealiaj,1486093395,Known Universe,0,0,0,2205101
5220,101,1486101295,Anmol Nijhawan,1486236947,"Moradabad, Uttar Pradesh, India",2,0,0,6794367
5222,1,1486106773,Abhinav korpal,1486185356,"Bengaluru, Karnataka, India",0,0,0,6709198
5223,1,1486108212,Vandit Jain,1486108212,"Pune, Maharashtra, India",0,0,0,10121194
5224,101,1486113448,Darksoulpk68,1486113448,Canada,1,0,0,4764760
5225,1,1486116121,Dillon R. Cathro,1486116121,,1,0,0,10119292
5226,101,1486117037,Juliano ENS,1509444016,,0,0,0,4635999
5227,1,1486122840,taja,1486122840,,0,0,0,10102157
5228,101,1486128890,Elgs Qian Chen,1493279233,,0,0,0,1831775
5229,101,1486131433,Mr Public,1486131433,USA,0,0,0,7086418
5230,1,1486165074,Sebastian Rutkowski,1486166005,"Anchorage, AK, United States",0,0,0,5133610
5231,1,1486166205,Len Yabloko,1486166205,,0,0,0,299033
5232,1,1486173462,user7515341,1486173462,"Jalandhar, Punjab, India",0,0,0,10177096
5233,101,1486179991,Josh,1486179991,,0,0,0,206080
5234,1,1486184220,Eduardo Orozco,1486184220,México,0,0,0,10143287
5235,110,1486186853,Charles Brunet,1487848384,"Quebec City, Canada",0,0,0,309479
5236,1,1486190475,amal,1529912220,,0,0,0,10178732
5237,1,1486190701,Untanky,1486190701,,0,0,0,10178680
5238,1,1486193837,Rohit Chaudhary,1486193837,"Rajasthan, India",0,0,0,10178979
5239,1,1486200394,Sankalp Kotewar,1486200394,"Nagpur, Maharashtra, India",1,0,0,8362057
5240,121,1486204320,TajyMany,1531623449,"Brampton, ON, Canada",0,0,0,1654071
5241,101,1486220443,cuongptnk,1486220443,"Halifax, NS, Canada",0,0,0,261332
5242,1,1486222464,Torres,1486222464,"Porto, Portugal",0,0,0,9943061
5243,1,1486223496,Fernanda Andalo,1528898701,"Campinas - SP, Brasil",0,0,0,404271
5244,1,1486235978,Charles West,1486235978,"Florida, United States",0,0,0,10181430
5246,1,1486241230,Anh Ph?m,1486241230,"H? Chí Minh, Vi?t Nam",0,0,0,5346673
5247,1,1486242709,Herbert,1486242709,Philippines,0,0,0,2095364
5248,1,1486247896,Tassos Tzamouranis,1486247896,,0,0,0,7115547
5249,1,1486250721,TKKS,1486338584,Israel,0,0,0,5903422
5250,1,1486255551,AliTeo,1501798162,"Istanbul, Turkey",0,0,0,6873202
5251,101,1486256386,Lycan,1486256386,Deep Forest,0,0,0,8301489
5252,1,1486257831,ckp1701,1486257831,Poland,0,0,0,5573163
5253,1,1486264049,Stealth,1525644315,,0,0,0,5873614
5254,1,1486264440,Oshadha Keragala,1486264440,"Colombo, Western Province, Sri Lanka",0,0,0,10183049
5255,1,1486265983,A. Daud,1486265983,,0,0,0,10089501
5256,1,1486270148,Ezgi Taner,1486270148,,0,0,0,6432446
5258,1,1486299194,Enrique Jesus Ayon,1486299194,"Pacoima, Los Angeles, CA, United States",0,0,0,10185780
5259,1,1486309505,Doug Ross,1486344350,,1,0,0,9233266
5260,1,1486311849,Rahul Bhalley,1489713522,,0,0,0,6677696
5261,111,1486312730,Icyblade,1489105365,"Beijing, China",1,0,0,3153806
5262,101,1486318376,PaulMest,1486381569,"Santa Monica, CA, United States",0,0,0,467153
5263,1,1486319550,Yanhe Chen,1486319550,"Berkeley, CA, United States",0,0,0,5867945
5264,1,1486324092,Shubham Dwivedi,1486324092,"Trivandrum, Kerala, India",0,0,0,7097751
5265,101,1486324161,Sudip Bhandari,1528251531,"Bangalore, Karnataka, India",0,0,0,4803880
5266,1,1486329669,Vino,1486329669,"Sydney, New South Wales, Australia",1,0,0,5146943
5267,101,1486334237,vmonteco,1486509460,Paris,0,0,0,3802993
5268,1,1486337357,Markus Kasanmascheff,1486337357,"Barcelona, Spain",0,0,0,10188459
5270,101,1486340513,user5270,1514457327,,0,0,0,5105426
5271,1,1486345197,Bchadwick,1493094263,,0,0,0,9015888
5272,1,1486347068,Antonio Antunes,1504875342,"Lisbon , Portugal",0,0,0,7119011
5273,1,1486349115,Gottano,1491305726,,0,0,0,6185528
5274,1,1486349426,Shubh Shukla,1486349426,Gwalior,0,0,0,6394781
5275,101,1486352101,Lisa,1486352101,"Munich, Germany",0,0,0,241227
5276,1,1486353485,Skull,1532997616,,0,0,0,10190282
5277,1,1486354560,Harsh Varma,1486373127,"Goa, India",0,0,0,10043831
5278,1,1486356331,ncoster,1486356331,,0,0,0,10190596
5279,1,1486358638,vmmc,1532976175,,0,0,0,3448115
5281,1,1486362799,Mohan A,1486362799,"Bangalore, Karnataka, India",0,0,0,10191192
5282,1,1486367827,Avid Programmer,1486367827,United States,0,0,0,9606711
5284,1,1486370464,amazingAkita,1511709100,,0,0,0,10157354
5285,1,1486373604,zhyan,1486373604,"Sulaimanyah, Iraq",0,0,0,7402710
5286,1,1486374241,user68918,1521548861,,0,0,0,10191965
5287,1,1486376523,romeufs,1486376523,,0,0,0,10192623
5288,101,1486379494,link0ff,1486379494,,0,0,0,12226
5289,1,1486383349,Joseph Best-James,1506943896,,0,0,0,10193231
5290,1,1486384896,Victor Marconi,1486386594,,0,0,0,1427282
5291,1,1486387509,Amishra,1486388771,,0,0,0,7867103
5292,1,1486394772,tonderai chiyaka,1528079802,,0,0,0,10152908
5293,21,1486405179,user3934428,1486405179,"Sandton, Gauteng, South Africa",0,0,0,4880494
5294,101,1486405374,Sanju,1491768147,"Thane, India",0,0,0,4885319
5295,101,1486410105,KC Wong,1486567717,,0,0,0,2539801
5296,101,1486410245,Bananenaffe,1486410245,"Olten, Switzerland",0,0,0,3769611
5297,1,1486410490,Spotted Spider,1486410490,USA,0,0,0,5070627
5298,101,1486414268,Vlad Nicula,1486975502,Romania,0,0,0,337490
5299,1,1486415666,Corrado,1517385748,,0,0,0,10182017
5300,101,1486416232,tripleee,1534366726,,0,0,0,468289
5301,1,1486416341,S.Kapilashan,1488740639,,0,0,0,9540566
5302,1,1486416738,Sagar Pomal,1486416738,,0,0,0,8759529
5303,101,1486419353,Andrew T.,1535586215,Indonesia,1,0,0,3359942
5304,101,1486422098,rIPPER,1486422098,,0,0,0,18593
5305,101,1486425563,Tony Raoul Iscaros,1486471175,,0,0,0,1973513
5306,101,1486429649,Ray.R.Chua,1526864695,Singapore,0,0,0,1889421
5307,101,1486432678,Benjamin,1487170781,,0,0,0,5456029
5308,1,1486432683,Mariem El Majdoubi,1486432683,,0,0,0,6963315
5309,1,1486435341,Ajay M akay,1494739679,,0,0,0,5128075
5310,1,1486435958,Kevin Eagan,1486435958,,0,0,0,8747442
5311,101,1486438291,Kimmo Hintikka,1486438291,"Dublin, Ireland",0,0,0,2705346
5313,106,1486440310,A T,1529282059,,0,0,0,287300
5314,101,1486441840,ArgaPK,1486441840,,0,0,0,7489069
5316,1,1486444991,mordax,1486444991,,0,0,0,10198856
5317,113,1486448757,Jansky,1493602981,,0,0,0,2884869
5318,101,1486453433,y2k,1486644176,France,0,0,0,946109
5319,101,1486465276,user2429920,1486465276,,0,0,0,2827622
5320,101,1486465797,Phi,1486465797,México,0,0,0,3863326
5321,1,1486466164,Robin Chauhan,1486475500,,0,0,0,431626
5322,1,1486474955,Jae,1490023594,,0,0,0,4564649
5324,101,1486492853,Syed Aslam,1486492853,"Bangalore, India",0,0,0,72910
5325,1,1486495432,Ninja Hunter,1486495432,India,0,0,0,10203280
5326,1,1486496977,Alarmed Dino,1526242022,,0,0,0,7136820
5327,101,1486502519,Arunraj S,1486502519,India,0,0,0,2384608
5328,1,1486504049,noone And Lose,1486977873,,0,0,0,10204138
5329,1,1486506231,Alper,1486506231,,0,0,0,10195712
5330,101,1486508438,Abhishek,1486508438,"Mumbai, Maharashtra, India",0,0,0,5979758
5331,101,1486510031,Rolexel,1488845035,France,0,0,0,9712839
5332,1,1486510773,Dipak Sharma,1486510773,,0,0,0,10146659
5333,1,1486512975,thelogicalkoan,1534479117,"Ahmedabad, Gujarat, India",0,0,0,8293972
5334,101,1486513493,manish1706,1486513493,"Indore, India",1,0,0,5953033
5335,1,1486520517,Paul,1486520517,,0,0,0,10206017
5336,1,1486520818,Ben Caunt,1496247446,,0,0,0,10147978
5337,101,1486522133,swit,1531450921,Switzerland,0,0,0,1394209
